hh_size,n_children,region_type,hh_autos,n_emp,dist_to_transit,hh_income,trip_length_km,weight
1,0,urban,1,1,0.05,1188,0.49,1.986745709
5,2,urban,2,2,0.7,3881,14.25,0.373491595
3,0,metropolitan,2,2,0.7,5059,22.8,0.159754091
3,0,urban,2,1,0.3,3250,17.1,0.457120858
4,0,metropolitan,3,2,0.7,3391,17.1,0.803321744
4,1,metropolitan,2,1,1.5,1554,24.7,0.727920963
1,0,metropolitan,1,1,0.05,1584,13.3,2.341065366
3,1,urban,2,1,0.15,2566,18.05,0.661370572
2,0,rural,2,1,1.5,2302,14.25,0.551144389
2,0,metropolitan,2,1,0.15,2163,14.25,1.308128158
2,0,metropolitan,1,1,0.7,2476,9.5,0.558029457
4,2,metropolitan,1,2,0.3,3704,7.6,0.186077222
2,0,metropolitan,1,1,0.3,2511,54.15,0.189418041
5,3,metropolitan,1,1,0.05,3221,20.9,0.785065668
5,3,metropolitan,1,1,0.05,3221,0.59,0.817665343
5,3,metropolitan,1,1,0.05,3221,0.59,0.817665343
2,0,urban,2,2,0.7,2742,31.35,0.997493063
3,1,metropolitan,2,2,0.15,2457,51.3,1.443781153
3,0,rural,2,1,0.05,3532,9.5,0.46071692
3,0,rural,2,1,0.05,3532,13.3,0.46071692
3,1,metropolitan,1,1,0.15,2338,3.8,1.012848343
5,2,urban,1,1,0.7,2827,1.96,0.480960005
5,2,urban,1,1,0.7,2827,1.96,0.480960005
2,0,urban,1,1,0.7,1929,8.82,1.064200248
4,0,metropolitan,1,1,0.7,5334,2.45,0.53330494
1,0,metropolitan,2,1,0.7,819,4.75,0.918659223
1,0,metropolitan,1,1,0.15,732,19,1.563423074
4,0,urban,2,2,0.7,2960,1.43,0.836624706
4,0,urban,2,2,0.7,2960,11.88,0.791330415
3,1,metropolitan,2,2,0.05,3391,17.1,1.009670314
3,1,metropolitan,2,2,0.05,3391,15.2,1.051596646
1,0,urban,1,1,0.15,1904,11.4,1.701417814
3,1,urban,2,2,0.15,2239,2.85,0.704835692
4,2,urban,2,2,0.7,3115,13.3,0.511584908
3,0,metropolitan,3,1,0.7,3696,10.45,0.537377371
5,3,metropolitan,2,1,1.5,3142,42.75,0.681209149
1,0,metropolitan,2,1,0.15,2888,10.45,0.269195554
2,0,rural,1,2,0.7,3233,17.1,0.387216405
4,0,rural,3,3,0.7,3238,49.64,0.845930704
4,0,rural,3,3,0.7,3238,1.9,1.285947641
2,0,metropolitan,1,2,0.7,4835,11.4,0.583783936
2,0,metropolitan,1,2,0.7,4835,2.94,0.583783936
3,0,metropolitan,1,2,0.3,3072,12.74,1.102627393
2,0,metropolitan,1,2,0.7,6483,18.05,1.293149679
2,0,metropolitan,1,2,0.7,6483,28.88,1.341079999
2,0,rural,2,1,0.15,3443,28.5,1.077503571
3,1,rural,2,2,0.3,2703,3.33,2.297229745
5,1,metropolitan,3,3,0.3,4170,0.98,0.714892976
5,1,metropolitan,3,3,0.3,4170,7.6,0.703158963
5,1,metropolitan,3,3,0.3,4170,9.5,1.185875745
2,0,urban,2,1,0.05,2916,4.75,0.319084937
7,1,urban,2,2,0.3,4115,20.9,0.10256636
4,1,metropolitan,3,3,0.05,2795,76,0.554264908
4,1,metropolitan,3,3,0.05,2795,8.55,0.620851025
4,1,metropolitan,3,3,0.05,2795,14.25,0.604527517
3,1,rural,1,1,0.05,1875,0.59,0.370765426
3,1,rural,2,2,0.7,1674,72.2,0.582890374
4,2,metropolitan,2,2,0.05,2070,11.4,0.475780796
4,2,metropolitan,2,2,0.05,2070,14.25,0.493415511
4,2,metropolitan,2,1,0.05,4074,11.4,0.604392736
3,2,urban,1,1,0.05,1572,6.65,0.637745955
3,0,metropolitan,2,1,0.3,2648,4.75,0.623002004
3,0,metropolitan,2,1,0.3,2648,0.49,0.623002004
3,0,metropolitan,2,1,0.3,2648,9.98,0.646093442
3,1,metropolitan,2,2,0.7,2267,27.08,0.529054888
3,1,metropolitan,2,2,0.7,2267,11.4,0.4833388
3,1,urban,1,0,0.15,2012,5.7,0.536274766
4,1,urban,3,3,0.7,4873,3.8,0.39240745
4,1,urban,3,3,0.7,4873,38,0.265085591
4,1,urban,3,3,0.7,4873,11.4,0.263866319
3,0,metropolitan,2,2,0.05,4662,25.72,0.096992797
3,0,metropolitan,2,2,0.05,4662,2.45,0.117563488
1,0,urban,1,1,0.3,3583,19.57,2.342338718
2,0,urban,1,0,3.5,1350,5.23,0.868988303
4,1,urban,2,3,0.7,2755,2.94,0.501380031
4,1,urban,2,3,0.7,2755,5.88,0.530078097
4,1,urban,2,3,0.7,2755,3.33,0.616997353
1,0,metropolitan,0,1,0.3,2130,2.55,2.65852706
3,0,urban,0,1,0.3,1455,0.49,0.793750605
4,2,metropolitan,2,1,0.05,2869,12.35,0.368096158
4,2,metropolitan,2,1,0.05,2869,2.85,0.641537867
4,0,urban,2,1,0.7,3153,10.45,0.511573937
2,0,metropolitan,1,1,0.05,2995,33.25,0.96732718
3,0,rural,0,1,0.05,2427,1.81,2.158205715
2,0,metropolitan,1,2,0.05,2738,38,1.204167236
2,0,metropolitan,1,2,0.05,2738,38,1.273091543
2,0,rural,1,1,0.05,1216,23.75,0.365263198
3,1,metropolitan,2,2,0.7,7566,33.25,0.989900524
4,2,urban,1,1,0.7,981,47.5,2.319689036
4,2,metropolitan,2,1,0.15,3665,94.76,0.627960498
7,3,urban,3,3,0.7,2416,0.59,0.487659821
7,3,urban,3,3,0.7,2416,19,0.490302081
1,0,metropolitan,1,1,0.7,2729,0.95,2.61996715
1,0,metropolitan,1,1,0.7,2729,0.98,2.61996715
2,0,metropolitan,1,2,0.3,3192,7.84,1.859228678
2,0,metropolitan,1,2,0.3,3192,7.22,2.318634926
2,1,rural,1,1,0.3,1159,5.23,1.598807659
4,2,metropolitan,1,2,0.3,4226,7.84,0.785560028
4,2,metropolitan,1,2,0.3,4226,3.8,0.815707661
2,0,rural,2,2,0.3,4335,5.7,0.350604154
2,0,rural,2,2,0.3,4335,2.85,0.350996809
4,2,urban,2,1,0.3,5654,3.33,2.346974937
2,0,urban,1,0,0.05,3078,9.5,0.62852275
2,0,urban,2,1,0.15,2299,33.25,0.990373936
5,1,rural,2,3,0.3,2310,4.75,0.151750305
5,1,rural,2,3,0.3,2310,0.29,0.226420445
5,3,metropolitan,1,1,0.3,2157,3.92,0.650370817
5,3,metropolitan,2,2,0.7,3015,7.6,0.144439871
5,3,metropolitan,2,2,0.7,3015,3.8,0.119166481
4,0,metropolitan,3,2,1.5,2729,3.92,0.623981543
4,0,metropolitan,3,2,1.5,2729,4.75,0.459645967
3,0,metropolitan,2,2,0.7,3657,28.5,1.263058835
3,0,metropolitan,2,2,0.7,3657,14.25,1.268895172
6,4,metropolitan,1,1,1.5,3250,6.65,0.776120945
6,4,metropolitan,1,1,1.5,3250,6.65,0.61660473
3,1,metropolitan,2,2,0.05,3131,28.5,1.626759761
6,2,urban,2,4,0.7,4322,10.45,0.379251998
6,2,urban,2,4,0.7,4322,4.75,0.382640165
6,2,urban,2,4,0.7,4322,3.8,0.413807518
4,0,urban,1,2,1.5,2488,0.98,0.563453828
4,0,urban,1,2,1.5,2488,0.98,0.756012526
4,0,urban,1,2,1.5,2488,1.47,0.871767169
3,0,metropolitan,3,3,0.3,4553,4.75,0.964296732
3,0,metropolitan,3,3,0.3,4553,57,0.902690706
3,0,metropolitan,3,3,0.3,4553,35.15,1.626283908
2,0,metropolitan,2,2,0.15,4453,0.29,0.909043985
3,1,metropolitan,1,2,0.15,2527,18.05,1.276899308
4,2,metropolitan,2,2,0.7,2087,33.25,0.52699141
5,0,metropolitan,2,2,0.15,6841,9.03,0.124329757
3,0,metropolitan,1,2,0.3,3936,9.8,1.177677843
3,0,metropolitan,1,2,0.3,3936,5.78,1.158347833
3,0,metropolitan,1,2,0.3,3936,13.54,1.953550581
4,0,urban,1,3,0.05,1485,8.55,0.388880126
4,0,urban,1,3,0.05,1485,14.25,0.604809067
3,1,urban,2,2,0.15,3041,28.88,1.074923665
1,0,metropolitan,2,1,0.15,6274,0.29,3.338109849
3,1,urban,1,1,0.7,3328,1.14,0.655859216
3,1,urban,1,1,0.7,3328,2.47,0.655859216
3,1,urban,1,1,0.7,3328,1.14,0.67194015
2,0,metropolitan,2,2,0.05,4286,6.65,3.253403681
2,0,metropolitan,2,2,0.05,4286,9.5,3.388500537
4,1,rural,3,2,0.15,2218,12.35,0.186778609
4,1,rural,3,2,0.15,2218,6.65,0.368774542
3,1,metropolitan,1,1,0.3,2438,24.7,0.982643583
2,0,metropolitan,2,2,0.3,3176,14.25,0.786241549
2,0,rural,1,0,0.7,1085,2.85,0.735812532
2,0,rural,1,0,0.7,1085,2.85,0.735812532
5,0,metropolitan,2,2,0.3,3704,3.92,0.423780589
2,0,urban,1,2,0.15,1743,10.83,0.980136418
3,1,urban,2,2,0.3,4226,0.95,0.709644851
4,0,urban,3,1,0.7,3728,12.35,0.351692254
3,0,metropolitan,2,1,0.7,3846,0.59,0.365812274
3,0,metropolitan,2,1,0.7,3846,71.25,0.830871354
4,1,urban,1,1,0.3,4817,7.6,0.779482365
3,0,metropolitan,1,1,0.15,4274,1.47,0.42209394
2,0,metropolitan,1,1,0.05,1515,8.12,0.239751513
2,0,metropolitan,1,1,0.3,2827,28.5,0.773266473
3,1,urban,2,2,0.05,2419,19.95,0.509315285
3,1,urban,2,2,0.05,2419,0.1,0.459762153
3,1,rural,2,1,0.3,1752,1.9,1.154478285
3,0,metropolitan,2,3,0.3,3955,2.85,0.82334042
3,0,metropolitan,2,3,0.3,3955,2.94,0.82334042
3,0,metropolitan,2,3,0.3,3955,2.94,0.928770503
2,1,metropolitan,1,1,0.3,1416,9.03,0.791066148
2,0,metropolitan,0,2,0.7,3268,7.35,0.084939957
2,0,metropolitan,0,2,0.7,3268,6.32,0.103476863
3,0,rural,1,2,3.5,2288,69.35,1.728174776
3,0,rural,1,2,3.5,2288,9.5,1.58373403
3,0,urban,2,3,1.5,1752,15.2,0.619465111
3,0,urban,2,3,1.5,1752,5.7,1.486219887
1,0,rural,1,1,0.15,745,5.7,1.166396072
5,1,metropolitan,2,3,0.3,3554,13.54,0.718074973
6,4,metropolitan,1,2,0.3,3777,25.27,0.574239612
3,1,urban,1,1,1.5,3110,33.25,0.489103832
3,0,rural,2,2,0.7,2827,19.95,0.174771541
3,0,rural,2,2,0.7,2827,9.5,0.374418287
2,1,urban,0,1,0.7,1277,1.47,0.604555464
3,1,metropolitan,1,1,0.15,2150,4.75,0.85080888
5,3,urban,2,1,0.3,2137,18.05,0.601835636
3,1,metropolitan,1,2,0.15,2292,3.8,1.036158842
3,1,metropolitan,1,2,0.15,2292,3.8,0.999126432
4,2,urban,2,1,0.7,2773,47.5,0.597563588
4,1,metropolitan,2,3,0.7,2488,19,0.126312284
4,1,metropolitan,2,3,0.7,2488,36.48,0.061597919
4,0,rural,4,3,0.7,5812,11.4,0.443075523
4,0,rural,4,3,0.7,5812,2.85,0.384312528
4,0,rural,4,3,0.7,5812,0.49,0.758784301
2,0,metropolitan,1,2,0.7,3575,7.6,2.496424
3,2,metropolitan,1,1,0.7,1970,7.6,0.577402048
4,2,metropolitan,1,1,0.7,3837,28.5,0.182535507
1,0,metropolitan,0,1,0.05,1332,0.98,0.82349197
1,0,metropolitan,0,1,0.05,1332,2.71,0.82349197
4,2,urban,2,2,0.7,5334,19.95,0.432384332
4,2,urban,1,1,1.5,2907,16.15,0.708414735
3,0,urban,1,1,0.05,1683,6.65,0.272658703
2,0,metropolitan,2,2,0.7,3590,11.4,0.940059925
2,1,urban,1,1,3.5,1335,19.95,0.823976781
4,0,metropolitan,2,3,0.7,4728,23.75,0.067653622
2,0,rural,2,1,0.15,1725,12.35,0.265335425
5,3,urban,1,2,0.7,1860,19.95,0.45976859
2,0,urban,1,2,0.3,1823,3.8,0.236190086
2,0,urban,1,2,0.3,1823,3.8,0.227460767
2,0,metropolitan,0,2,0.7,1503,8.12,3.909985275
2,0,metropolitan,2,2,0.3,3411,7.6,1.820181478
2,0,urban,1,2,0.7,3974,2.38,0.816610117
2,0,urban,1,2,0.7,3974,2.38,1.196618068
3,0,urban,3,2,0.05,3072,23.75,0.288269571
3,0,urban,3,2,0.05,3072,9.5,0.828157476
3,0,urban,1,2,0.3,2263,0.49,0.518628483
3,0,urban,1,2,0.3,2263,0.49,0.518628483
3,0,urban,1,2,0.3,2263,1.9,0.497951173
5,2,metropolitan,2,2,0.7,5279,13.3,1.059564949
5,2,metropolitan,2,2,0.7,5279,3.8,1.042173605
3,0,urban,1,2,0.7,1425,9.5,0.455145436
3,0,urban,1,2,0.7,1425,0.59,0.329808529
3,0,urban,1,2,0.7,1425,0.59,0.329808529
2,0,metropolitan,2,2,0.3,3704,28.5,0.659469241
2,0,metropolitan,2,2,0.3,3704,14.25,0.623766026
2,0,metropolitan,3,2,1.5,3890,42.75,0.632550121
2,1,metropolitan,1,1,0.15,2423,31.59,0.872169554
5,2,urban,1,2,0.3,3341,31.59,0.318230628
5,2,urban,1,2,0.3,3341,3.8,0.42302271
3,0,metropolitan,2,1,0.05,1527,4.75,0.582262684
5,3,metropolitan,1,2,0.05,3057,9.93,0.5029205
5,3,metropolitan,1,2,0.05,3057,2.45,0.651798807
2,0,metropolitan,1,1,0.7,2795,14.44,0.776810468
3,1,metropolitan,1,2,0.15,2619,11.4,0.185662089
2,1,metropolitan,0,1,0.7,1098,13.54,0.622730982
3,0,metropolitan,3,1,0.05,6841,11.4,0.534149409
2,0,rural,2,1,0.05,3057,6.65,0.580587119
2,0,rural,2,1,0.05,3057,6.65,0.580587119
4,2,urban,1,1,0.3,1910,0.48,0.718946108
3,0,urban,1,2,0.3,2133,23.75,0.564998886
3,0,urban,1,2,0.3,2133,10.45,0.453051975
1,0,metropolitan,0,1,0.7,1039,0.48,2.653608999
2,0,urban,1,1,0.3,2818,5.13,0.592355695
2,0,urban,1,1,0.3,2818,5.13,0.560285961
2,0,metropolitan,2,2,0.15,4322,17.1,0.805967985
2,0,metropolitan,2,2,0.15,4322,25.65,0.768136655
4,2,urban,2,2,0.3,2682,19,0.33614941
3,1,urban,2,2,0.7,4053,39.9,0.897085842
3,0,urban,2,2,1.5,2174,38.95,0.295469684
3,0,urban,2,2,1.5,2174,14.25,0.588084345
6,2,urban,2,1,0.7,4126,4.75,0.648700876
5,1,metropolitan,2,2,1.5,5421,16.15,0.405485437
5,1,metropolitan,2,2,1.5,5421,1.9,0.405485437
5,1,metropolitan,2,2,1.5,5421,16.66,0.380301645
5,1,metropolitan,2,2,1.5,5421,7.6,0.630634616
4,3,metropolitan,1,1,0.7,4630,9.5,0.727101231
2,0,urban,1,1,0.7,1560,11.4,0.522664471
3,0,metropolitan,2,2,0.05,4646,9.5,0.74793684
2,0,metropolitan,1,2,0.15,2044,4.9,0.473057013
2,0,metropolitan,1,2,0.15,2044,20.9,0.903077718
3,0,metropolitan,1,2,0.15,2097,1.96,0.495217054
3,0,metropolitan,1,2,0.15,2097,18.05,0.465551268
5,0,metropolitan,3,4,0.3,5692,8.65,0.783112665
3,1,rural,2,1,0.05,2288,7.6,0.344209585
3,1,metropolitan,2,3,0.05,2419,1.43,0.757148008
3,1,metropolitan,2,3,0.05,2419,1.43,0.757148008
3,1,metropolitan,2,3,0.05,2419,7.6,0.528911877
4,1,metropolitan,1,3,0.05,5334,22.56,0.388350324
4,1,metropolitan,1,3,0.05,5334,22.56,0.410578779
4,1,metropolitan,1,3,0.05,5334,4.51,0.848787738
4,2,metropolitan,1,2,0.7,3353,67.69,1.250304769
2,0,urban,2,2,0.3,2864,7.6,0.465187596
4,1,metropolitan,2,1,0.3,7566,1.96,0.068046035
2,0,metropolitan,2,2,0.7,3250,16.25,1.19650617
2,0,metropolitan,2,2,0.7,3250,55.1,0.992133355
1,0,urban,0,1,0.3,1578,0.98,2.457681953
3,0,urban,2,2,0.3,1722,6.65,0.388269654
3,0,urban,2,2,0.3,1722,21.85,1.034778806
2,0,metropolitan,2,1,0.05,3221,11.4,1.170354093
1,0,metropolitan,1,1,0.7,1768,19,3.41012077
2,0,metropolitan,3,2,0.7,7216,2.85,0.892042132
2,0,metropolitan,3,2,0.7,7216,2.85,0.817187529
2,0,urban,2,0,0.3,1200,8.55,0.528804398
3,1,urban,2,1,0.7,2907,20.9,2.786140987
2,0,urban,2,2,0.7,8092,98.8,1.316033113
6,2,metropolitan,0,3,0.7,1900,0.1,0.47652235
6,2,metropolitan,0,3,0.7,1900,0.49,0.337463123
2,0,metropolitan,2,2,0.7,3744,2.85,0.806626072
4,0,rural,2,1,0.7,2769,12.35,0.065183083
2,0,metropolitan,3,1,0.3,1759,5.7,1.282765975
2,0,metropolitan,0,0,0.05,1022,3.61,0.627815899
1,0,rural,1,1,1.5,2453,39.71,3.365204093
2,0,urban,0,1,1.5,1265,0.49,0.958362887
4,2,rural,2,2,1.5,2038,1.9,0.564040689
2,0,rural,1,1,0.05,1804,18.05,1.307323911
3,1,urban,2,1,0.3,1194,38,1.361716299
4,0,metropolitan,2,1,0.15,4426,8.08,0.783277718
2,0,metropolitan,1,2,0.15,2057,0.98,0.502269094
2,0,metropolitan,1,2,0.15,2057,7.6,0.563208977
4,2,rural,2,2,0.7,1976,19,0.507595462
4,2,metropolitan,2,2,0.05,5692,1.43,0.892669848
2,0,urban,1,2,0.15,3424,90.25,1.33436881
4,0,urban,3,2,0.7,3688,11.4,0.553023967
4,0,urban,3,2,0.7,3688,14.25,1.184759745
4,0,metropolitan,4,3,0.05,1722,9.5,0.362794023
4,0,metropolitan,4,3,0.05,1722,14.25,0.709397894
3,0,metropolitan,2,2,0.7,3233,52.25,0.544732696
2,0,urban,1,2,0.7,6647,0.78,0.642236916
4,2,rural,2,2,0.7,3964,30.4,0.231525293
5,1,metropolitan,2,2,0.7,5037,11.4,1.270038224
4,1,rural,1,1,0.7,1108,0.59,2.09655535
4,2,urban,1,2,0.7,2611,12.35,1.081818014
4,2,rural,2,2,0.15,3964,23.75,0.482270313
3,0,rural,3,3,0.3,3181,8.55,0.118676654
4,0,rural,4,4,0.3,3233,1.9,0.567449574
4,0,rural,4,4,0.3,3233,9.5,0.971779769
4,0,rural,4,4,0.3,3233,2.85,0.947024788
4,2,metropolitan,2,2,0.7,4053,23.75,0.562507756
4,2,metropolitan,2,2,0.7,4053,36.1,0.594704661
1,0,metropolitan,0,1,0.05,803,4.75,4.227011697
1,0,metropolitan,0,1,0.05,803,4.75,4.227011697
5,2,urban,2,2,0.05,1671,10.45,0.702439551
5,2,urban,2,2,0.05,1671,10.45,0.3459326
2,0,metropolitan,1,1,0.7,2990,7.6,0.836298115
1,0,metropolitan,1,1,0.3,1957,10.45,1.960755132
2,0,urban,1,2,0.7,3280,3.8,0.730668178
4,2,urban,1,3,0.7,3020,0.78,0.499580368
2,0,urban,1,2,0.05,2229,2.38,0.560262656
2,0,urban,1,2,0.05,2229,2.38,0.633486675
3,1,urban,2,2,1.5,2103,9.5,0.639655976
3,1,urban,2,2,1.5,2103,28.5,0.703504785
3,0,metropolitan,2,1,0.7,3437,25.65,0.917366626
4,1,rural,3,3,0.05,3244,22.8,0.427725462
4,1,rural,3,3,0.05,3244,19.95,0.372658124
4,0,metropolitan,3,0,0.7,7076,0.78,0.92697673
3,1,urban,2,2,0.05,4023,26.6,1.067582147
5,2,metropolitan,1,2,0.05,2936,25.27,0.401762024
5,2,metropolitan,1,2,0.05,2936,2.85,0.380010902
3,0,metropolitan,3,2,0.3,3712,6.65,0.347677
3,0,metropolitan,3,2,0.3,3712,6.65,0.347677
3,0,metropolitan,3,2,0.3,3712,38,0.419876905
2,0,urban,1,2,0.05,2465,0.98,0.426206676
2,0,urban,1,2,0.05,2465,7.13,0.523257656
6,0,metropolitan,2,1,0.3,3244,14.25,0.401004389
4,1,metropolitan,2,3,0.15,3820,16.15,0.631592585
2,0,rural,2,2,0.3,1554,0.95,0.251169083
2,0,rural,2,2,0.3,1554,0.95,0.251169083
2,0,rural,2,2,0.3,1554,67.69,0.251450377
3,0,rural,2,2,0.7,3372,17.1,1.027124955
5,3,rural,2,2,0.3,2031,23.75,0.345433555
4,2,metropolitan,1,2,0.7,3491,9.93,0.856858998
4,2,metropolitan,2,1,0.3,4262,7.6,0.501192338
1,0,urban,1,1,0.15,1641,19,3.434654024
2,0,urban,1,2,1.5,2215,26.6,0.968557401
2,0,urban,1,2,1.5,2215,0.98,1.104814416
3,1,urban,2,1,0.7,2543,0.48,0.831097082
2,0,rural,1,1,0.7,873,0.49,0.655371831
4,1,urban,1,2,0.05,2716,1.96,0.521393733
4,1,urban,1,2,0.05,2716,1.96,0.500606174
5,2,metropolitan,3,3,0.3,6213,28.5,0.373137462
2,0,urban,1,2,0.05,1970,3.8,0.310812292
2,0,metropolitan,2,1,0.3,1108,19.95,1.324622333
2,0,urban,1,1,0.7,2578,1.08,0.742362481
2,0,urban,1,1,0.7,2578,1.08,0.702171482
3,1,metropolitan,1,1,0.15,1835,5.88,0.109693038
2,0,metropolitan,2,2,0.05,4348,5.7,1.252254695
2,0,metropolitan,2,2,0.05,4348,19,1.172251898
2,0,metropolitan,1,2,0.7,2813,8.55,0.127745839
3,1,urban,3,2,0.15,4003,34.2,0.700071489
3,1,urban,3,2,0.15,4003,2.85,0.675050871
3,1,urban,3,2,0.15,4003,1.9,0.675050871
4,0,metropolitan,3,1,0.7,8092,11.73,0.704892109
3,0,urban,4,3,0.3,3720,0.29,0.371436973
3,0,urban,4,3,0.3,3720,7.13,0.662439942
2,0,metropolitan,1,1,0.15,4181,2.94,0.19018189
2,0,metropolitan,1,1,0.7,2725,3.8,0.489444261
4,2,metropolitan,2,2,1.5,5421,23.75,0.17272991
3,1,urban,2,2,0.7,5227,53.2,0.586413583
3,1,urban,2,2,0.7,5227,16.15,0.565455108
4,1,metropolitan,2,3,0.3,2386,4.75,0.387194308
4,1,metropolitan,2,3,0.3,2386,9.5,0.665862344
4,1,metropolitan,2,3,0.3,2386,3.8,0.43781509
3,0,metropolitan,2,1,0.15,1960,66.5,0.859535445
4,0,metropolitan,3,2,1.5,4053,14.25,0.596673644
4,0,metropolitan,3,2,1.5,4053,14.25,0.869279799
2,0,urban,1,1,0.3,1891,7.6,0.508950137
2,0,urban,1,1,0.05,2511,26.6,0.588965787
3,0,metropolitan,4,1,0.7,3688,4.75,0.851772769
3,1,metropolitan,2,2,0.3,2574,13.3,1.531137786
4,1,urban,2,2,0.05,5253,8.55,1.229138374
3,1,metropolitan,2,2,0.7,2143,28.5,1.115830202
4,1,metropolitan,2,3,0.3,2773,14.25,0.47708298
1,0,metropolitan,1,1,0.7,1317,19,5.217470143
2,0,urban,2,2,0.7,2015,14.25,0.618920754
2,0,urban,2,2,0.7,2015,16.15,0.613440391
1,0,metropolitan,1,1,0.15,1085,38.67,3.045119193
2,0,metropolitan,2,1,0.15,2729,5.7,1.339354758
2,0,urban,1,2,0.3,3511,33.25,0.555981363
2,0,urban,1,2,0.3,3511,28.5,0.587804709
4,2,rural,1,2,0.7,2434,5.7,1.260604187
2,0,metropolitan,2,1,0.7,1647,1.9,1.020803224
2,0,rural,1,2,0.7,1829,0.59,0.890154249
2,0,metropolitan,2,2,0.05,2985,18.05,2.023231021
2,0,metropolitan,2,2,0.05,2985,0.1,1.954076224
6,1,rural,5,4,1.5,5105,47.5,0.261696008
6,1,rural,5,4,1.5,5105,47.5,0.376782906
1,0,metropolitan,1,0,0.3,1488,2.94,0.337800156
4,1,urban,2,2,0.7,2931,6.65,0.304477819
2,0,rural,1,1,0.05,4538,3.43,0.461859307
2,0,rural,1,1,0.15,2874,5.42,1.82840522
5,3,rural,0,1,0.15,3137,39.9,0.585446516
4,2,metropolitan,4,1,0.15,2469,38,0.991887771
3,0,urban,1,1,0.3,2465,1.9,0.508017363
4,2,metropolitan,0,2,0.05,7076,3.61,1.779211063
4,2,metropolitan,0,2,0.05,7076,26.17,1.853092402
4,1,metropolitan,2,2,0.3,2465,33.25,0.160502599
4,1,metropolitan,2,2,0.3,2465,8.55,0.219357504
3,0,urban,2,2,0.05,4094,5.7,0.248275732
2,0,urban,1,1,0.7,2116,7.6,0.840611147
3,0,metropolitan,1,2,0.3,2338,14.25,0.078534931
3,0,metropolitan,1,2,0.3,2338,5.42,0.232746434
5,2,metropolitan,2,1,0.7,4003,0.95,0.846865451
8,6,metropolitan,1,1,0.7,3292,16.15,0.308319308
1,0,urban,1,1,0.3,1976,41.8,1.115206833
3,1,urban,1,1,0.15,4115,1.96,0.509850681
5,3,rural,1,1,0.7,1807,28.5,1.119117467
3,0,metropolitan,2,2,0.7,2031,4.75,0.490968114
2,0,rural,2,2,0.7,2678,55.05,1.400045598
3,0,metropolitan,2,2,0.05,2335,0.98,0.254320326
3,0,metropolitan,2,2,0.05,2335,3.8,0.264080441
2,0,metropolitan,2,2,0.7,7377,31.59,1.171433367
2,0,metropolitan,2,2,0.7,7377,37.05,1.161060667
3,0,urban,1,2,0.3,3498,6.65,0.830099867
3,0,urban,1,2,0.3,3498,33.25,0.758370223
3,0,metropolitan,2,3,0.7,5995,9.5,0.164361293
3,0,metropolitan,2,3,0.7,5995,14.25,0.164531121
3,0,metropolitan,2,3,0.7,5995,9.5,0.276981302
2,0,metropolitan,1,1,0.05,3505,18.05,0.622762588
4,1,metropolitan,3,1,0.15,2707,10.45,0.81164227
3,1,urban,1,2,0.7,2495,66.5,0.856229967
3,0,rural,2,2,0.3,3181,0.49,0.15146818
4,2,metropolitan,2,2,0.15,3353,37.9,1.423795658
4,2,metropolitan,2,2,0.15,3353,40.61,1.053765786
3,1,urban,2,1,0.05,745,14.25,0.674784586
4,1,urban,1,2,0.05,2648,6.18,0.506887716
4,1,urban,1,2,0.05,2648,1.27,0.561520038
4,0,urban,3,2,0.7,3411,42.75,0.436716711
4,0,urban,3,2,0.7,3411,28.5,0.515241142
1,0,metropolitan,1,1,0.7,2419,47.5,0.817666491
3,0,rural,2,1,0.7,4310,6.65,0.589889495
3,0,rural,2,1,0.7,4310,6.65,0.589889495
2,0,metropolitan,1,2,0.7,2204,31.35,3.317123187
3,1,metropolitan,1,2,0.7,2878,30.4,1.063721579
3,1,metropolitan,1,2,0.7,2878,30.4,1.390453639
2,0,urban,2,1,1.5,1039,29.45,0.803932881
3,0,urban,3,1,0.7,7566,8.55,0.722851898
1,0,metropolitan,1,1,0.7,1518,2.94,4.621755811
2,0,urban,1,1,1.5,3908,36.1,0.418297697
1,0,urban,1,1,0.7,3010,48.73,1.753643218
1,0,metropolitan,1,1,0.7,1866,0.1,1.666410992
3,0,urban,2,2,0.7,3696,10.83,0.381365481
3,0,urban,2,2,0.7,3696,11.88,0.417436531
2,0,urban,1,1,0.7,1641,3.8,0.665997669
3,0,metropolitan,1,1,3.5,1989,31.59,0.258488166
3,1,urban,2,1,0.15,3837,3.8,0.759405272
4,0,metropolitan,2,4,0.05,3688,15.2,0.921836564
4,0,metropolitan,2,4,0.05,3688,9.5,0.921836564
1,0,metropolitan,1,1,0.15,2137,15.2,1.999127948
2,0,rural,2,2,0.3,3310,17.1,1.098536013
2,0,rural,2,2,0.3,3310,14.25,0.76224027
2,0,urban,2,2,0.7,3094,2.85,0.837291479
2,0,metropolitan,2,2,0.3,3176,36.1,1.942003436
2,0,metropolitan,2,2,0.3,3176,36.1,2.623937971
4,0,metropolitan,2,3,0.15,4310,1.47,0.16066844
4,0,metropolitan,2,3,0.15,4310,9.5,0.160502599
4,0,metropolitan,2,3,0.15,4310,27.08,0.337866441
2,0,urban,1,1,0.7,2570,4.41,0.796853456
1,0,urban,1,1,0.3,953,9.5,1.673812059
4,1,metropolitan,3,3,0.3,4711,14.25,0.751780828
4,1,metropolitan,3,3,0.3,4711,0.39,1.33217453
